accession_number,filename,file_date,file_type,cik
000089180402000720,file002.txt,2002-04-24,485BPOS,0000277883
000089180402000730,file002.txt,2002-04-24,485BPOS,0000277828
000089180402000719,file002.txt,2002-04-24,485BPOS,0001024892
000089180402000727,file002.txt,2002-04-24,485BPOS,0000896603
000089180402000724,file002.txt,2002-04-24,485BPOS,0000896333
000089180402000723,file002.txt,2002-04-24,485BPOS,0000896332
000089180402000713,file002.txt,2002-04-24,485BPOS,0000896930
000095013002003216,dex106.txt,2002-05-02,EX-10.6,0001170650
000089155402002613,d50535_10q.txt,2002-05-02,10-Q,0001015923
000101968702000820,igo_10qa-063001.txt,2002-05-08,10-Q/A,0001073773
000101968702000821,igo_10qa-0901.txt,2002-05-08,10-Q/A,0001073773
000101968702001033,igo_10q-033102.txt,2002-05-20,10-Q,0001073773
000095011702001213,a32672.txt,2002-05-14,10-Q,0001062292
000093066102001674,dex1006.txt,2002-05-14,EX-10.06,0000031978
000113633302000020,wwc10-k63001.txt,2002-05-30,10-K,0000831253
000095013602001353,file001.txt,2002-05-03,10-K,0000786110
000101968702000819,igo_10ka1-123101.txt,2002-05-07,10-K/A,0001073773
000083015802000007,ex10_1.htm,2002-05-14,EX-10,0000830158
000095016802001581,ds2.htm,2002-05-31,S-2,0000917857
000095016802001581,ds21.pdf,2002-05-31,S-2,0000917857
000091205702022360,a2081333z424b4.htm,2002-05-30,424B4,0001130713
000095013402005082,d96107s-4.txt,2002-05-13,S-4,0001075656
000091205702021036,a2072689zs-1a.htm,2002-05-16,S-1/A,0001130713
000091205702018495,a2072689zs-1a.htm,2002-05-06,S-1/A,0001130713
000091205702021809,a2072689zs-1a.htm,2002-05-23,S-1/A,0001130713
000089180402000968,file002.txt,2002-05-24,485BPOS,0001024872
000089180402000972,file002.txt,2002-05-24,485BPOS,0000897402
000089180402000974,file002.txt,2002-05-24,485BPOS,0000896329
000089180402000970,file002.txt,2002-05-24,485BPOS,0000897380
000089180402000961,file002.txt,2002-05-24,485BPOS,0000896905
000089180402000971,file002.txt,2002-05-24,485BPOS,0000897401
000089180402000953,file002.txt,2002-05-24,485BPOS,0000871872
000089180402000954,file002.txt,2002-05-24,485BPOS,0000881297
000089180402000966,file002.txt,2002-05-24,485BPOS,0001024828
000089180402000955,file002.txt,2002-05-24,485BPOS,0000883771
000089180402000973,file002.txt,2002-05-24,485BPOS,0000896327
000089180402000976,file002.txt,2002-05-24,485BPOS,0000896607
000089180402000967,file002.txt,2002-05-24,485BPOS,0001024829
000089180402000956,file002.txt,2002-05-24,485BPOS,0000883773
000089180402000957,file002.txt,2002-05-24,485BPOS,0000897404
000089180402000958,file002.txt,2002-05-24,485BPOS,0000897405
000089180402000975,file002.txt,2002-05-24,485BPOS,0000896330
